"cc_lv","cc_av","pav_lv","pav_av","av_lv","av_av","nc","nv","g","p","phi","l","k"
1500,1500,2482.75,3125.00000000005,3980,6000,24,1500,2,0.5,0,1,8
1500,945,3175.24999999998,2568.37500000001,6390,7560,24,1500,2,0.5,0,1,8
1500,1385,3706.10714285716,3764.23214285716,9810,11080,24,1500,2,0.5,0,1,8
1500,1202,3125.00000000005,3266.8642857143,6000,9616,24,1500,2,0.5,0,1,8
1500,1098,3293.09999999993,2984.20714285716,7392,8784,24,1500,2,0.5,0,1,8
1500,997,3088.07857142858,2709.70357142858,7482,7976,24,1500,2,0.5,0,1,8
1500,1151,2907.04999999996,3128.25357142858,5198,9208,24,1500,2,0.5,0,1,8
1500,1500,2856.20000000003,3450.79999999992,4972,8056,24,1500,2,0.5,0,1,8
1500,855,3062.24999999994,2323.76785714287,6420,6840,24,1500,2,0.5,0,1,8
1500,1419,3125.00000000005,3856.6392857143,6000,11352,24,1500,2,0.5,0,1,8
1500,832,3125.00000000005,2261.25714285715,6000,6656,24,1500,2,0.5,0,1,8
1500,858,3136.10000000009,2331.92142857144,6216,6864,24,1500,2,0.5,0,1,8
1500,1106,2624.30000000001,3005.95000000001,4576,8848,24,1500,2,0.5,0,1,8
1500,1082,3125.00000000005,2940.72142857144,6000,8656,24,1500,2,0.5,0,1,8
1500,1500,2313.95000000001,3195.05000000008,4566,6478,24,1500,2,0.5,0,1,8
1500,1275,3530.89285714287,3465.26785714287,9150,10200,24,1500,2,0.5,0,1,8
1500,1252,3439.39999999995,3402.75714285716,8008,10016,24,1500,2,0.5,0,1,8
1500,1309,3493.54999999992,3557.67500000002,8236,10472,24,1500,2,0.5,0,1,8
1500,1106,2927.29999999995,3005.95000000001,5288,8848,24,1500,2,0.5,0,1,8
1500,1500,2332.64999999998,3750.70714285716,3348,9978,24,1500,2,0.5,0,1,8
1500,1358,2813.90000000003,3690.85000000002,4784,10864,24,1500,2,0.5,0,1,8
1500,1500,2682.24999999996,3164.53571428573,4820,7770,24,1500,2,0.5,0,1,8
1500,1500,2558.74999999997,3278.75000000004,4300,6850,24,1500,2,0.5,0,1,8
1500,1448,3125.00000000005,3935.45714285716,6000,11584,24,1500,2,0.5,0,1,8
1500,1456,3819.20000000002,3957.20000000002,10236,11648,24,1500,2,0.5,0,1,8
1500,1163,3125.00000000005,3160.86785714287,6000,9304,24,1500,2,0.5,0,1,8
1500,1500,2882.75000000004,3419.39285714287,5090,8730,24,1500,2,0.5,0,1,8
1500,1091,3237.80714285716,2965.18214285716,8046,8728,24,1500,2,0.5,0,1,8
1500,1500,3125.00000000005,3170.55,6000,6876,24,1500,2,0.5,0,1,8
1500,1500,2603.39999999997,3257.60000000005,4488,6756,24,1500,2,0.5,0,1,8
1500,1500,2520.75,3296.74999999999,4140,6930,24,1500,2,0.5,0,1,8
1500,1440,3125.00000000005,3913.7142857143,6000,11520,24,1500,2,0.5,0,1,8
1500,1284,3125.00000000005,3489.72857142859,6000,10272,24,1500,2,0.5,0,1,8
1500,829,2887.44999999995,2253.10357142858,5684,6632,24,1500,2,0.5,0,1,8
1500,1001,2724.04999999996,2720.57500000001,4996,8008,24,1500,2,0.5,0,1,8
1500,771,2728.09285714287,2095.46785714287,6126,6168,24,1500,2,0.5,0,1,8
1500,909,2947.90714285715,2470.53214285715,6954,7272,24,1500,2,0.5,0,1,8
1500,834,3125.00000000005,2266.69285714287,6000,6672,24,1500,2,0.5,0,1,8
1500,1500,2933.99999999995,3073.99999999997,5880,5940,24,1500,2,0.5,0,1,8
1500,1496,3125.00000000005,4065.9142857143,6000,11968,24,1500,2,0.5,0,1,8
1500,851,3132.94999999998,2312.89642857144,6202,6808,24,1500,2,0.5,0,1,8
1500,1500,1519.11428571429,2755.40000000002,1572,4524,24,1500,2,0.5,0,1,8
1500,1500,2197.67142857143,2666.09999999996,4128,4752,24,1500,2,0.5,0,1,8
1500,1500,2843.75000000002,3125.00000000005,5500,6000,24,1500,2,0.5,0,1,8
1500,1500,1748.48571428571,2820.20000000003,2436,4812,24,1500,2,0.5,0,1,8
1500,1288,3329.59999999999,3500.60000000001,7076,10304,24,1500,2,0.5,0,1,8
1500,848,3131.59999999998,2304.74285714287,6196,6784,24,1500,2,0.5,0,1,8
1500,1500,2582.5,3267.49999999998,4400,6800,24,1500,2,0.5,0,1,8
1500,1266,2855.29999999998,3440.80714285716,4968,10128,24,1500,2,0.5,0,1,8
1500,1348,3530.59999999993,3663.67142857144,8392,10784,24,1500,2,0.5,0,1,8
1500,890,3150.50000000009,2418.89285714287,6280,7120,24,1500,2,0.5,0,1,8
1500,1500,2399.15,2399.15,3628,3628,24,1500,2,0.5,0,1,8
1500,1378,3559.09999999991,3745.20714285716,8512,11024,24,1500,2,0.5,0,1,8
1500,782,3073.10000000007,2125.36428571429,5936,6256,24,1500,2,0.5,0,1,8
1500,787,3125.00000000005,2138.95357142858,6000,6296,24,1500,2,0.5,0,1,8
1500,1000,2975.00000000005,2717.85714285715,5500,8000,24,1500,2,0.5,0,1,8
1500,1500,2854.39999999998,3125.00000000005,4964,6000,24,1500,2,0.5,0,1,8
1500,1150,3267.49999999998,3125.53571428573,6800,9200,24,1500,2,0.5,0,1,8
1500,1064,3228.80000000006,2891.80000000001,6628,8512,24,1500,2,0.5,0,1,8
1500,1440,3397.99999999999,3913.7142857143,7380,11520,24,1500,2,0.5,0,1,8
1500,1496,2253.8,4065.9142857143,3016,11968,24,1500,2,0.5,0,1,8
1500,1500,1613.09285714286,3776.19285714287,1926,10074,24,1500,2,0.5,0,1,8
1500,1114,2923.70000000004,3027.69285714287,5272,8912,24,1500,2,0.5,0,1,8
1500,1488,2755.40000000002,4044.17142857145,4524,11904,24,1500,2,0.5,0,1,8
1500,837,3125.00000000005,2274.84642857144,6000,6696,24,1500,2,0.5,0,1,8
1500,889,3094.54999999994,2416.17500000001,6556,7112,24,1500,2,0.5,0,1,8
1500,1158,3350.09999999993,3147.27857142858,7632,9264,24,1500,2,0.5,0,1,8
1500,993,3196.85000000008,2698.83214285715,6486,7944,24,1500,2,0.5,0,1,8
1500,1500,2390.59999999997,3534.39999999993,3592,8408,24,1500,2,0.5,0,1,8
1500,888,2914.45714285715,2413.45714285715,6828,7104,24,1500,2,0.5,0,1,8
1500,1027,3135.8642857143,2791.2392857143,7662,8216,24,1500,2,0.5,0,1,8
1500,939,2995.69285714287,2552.06785714287,7134,7512,24,1500,2,0.5,0,1,8
1500,788,2926.39999999995,2141.67142857144,5848,6304,24,1500,2,0.5,0,1,8
1500,1500,3006.95000000006,3132.54999999994,5642,6716,24,1500,2,0.5,0,1,8
1500,1018,3217.09999999994,2766.77857142858,7072,8144,24,1500,2,0.5,0,1,8
1500,1240,3427.99999999993,3370.14285714287,7960,9920,24,1500,2,0.5,0,1,8
1500,1500,2119.62142857143,2119.62142857143,3834,3834,24,1500,2,0.5,0,1,8
1500,1368,3125.00000000005,3718.02857142859,6000,10944,24,1500,2,0.5,0,1,8
1500,769,3096.05000000008,2090.03214285715,6038,6152,24,1500,2,0.5,0,1,8
1500,1401,2794.55000000001,3807.71785714287,4698,11208,24,1500,2,0.5,0,1,8
1500,784,2640.48571428572,2130.80000000001,5796,6272,24,1500,2,0.5,0,1,8
1500,1485,3660.74999999991,4036.01785714287,8940,11880,24,1500,2,0.5,0,1,8
1500,1145,3265.25000000005,3111.94642857144,6790,9160,24,1500,2,0.5,0,1,8
1500,1197,3387.14999999993,3253.27500000001,7788,9576,24,1500,2,0.5,0,1,8
1500,1500,1946,3443.28571428573,3180,8820,24,1500,2,0.5,0,1,8
1500,1167,3275.15000000004,3171.7392857143,6834,9336,24,1500,2,0.5,0,1,8
1500,810,3060.49999999997,2201.46428571429,5880,6480,24,1500,2,0.5,0,1,8
1500,1117,3311.14999999993,3035.84642857144,7468,8936,24,1500,2,0.5,0,1,8
1500,1072,3268.39999999994,2913.54285714287,7288,8576,24,1500,2,0.5,0,1,8
1500,777,3075.35000000008,2111.77500000001,5946,6216,24,1500,2,0.5,0,1,8
1500,780,3074.00000000008,2119.92857142858,5940,6240,24,1500,2,0.5,0,1,8
1500,868,2882.60000000001,2359.10000000001,6708,6944,24,1500,2,0.5,0,1,8
1500,1500,2012.9,2012.9,3432,3432,24,1500,2,0.5,0,1,8
1500,1500,2317.44999999999,3607.54999999992,3284,8716,24,1500,2,0.5,0,1,8
1500,1500,2876.00000000004,3443.28571428573,5060,8820,24,1500,2,0.5,0,1,8
1500,1500,2693.05000000001,2961.55000000002,5994,5996,24,1500,2,0.5,0,1,8
1500,1500,2876.04999999995,2876.04999999995,5636,5636,24,1500,2,0.5,0,1,8
1500,1233,3463.99285714287,3351.11785714287,8898,9864,24,1500,2,0.5,0,1,8
1500,995,3195.25,2704.26785714287,6980,7960,24,1500,2,0.5,0,1,8
1500,1500,2668.94999999996,2948.44999999996,4764,5382,24,1500,2,0.5,0,1,8
1500,1301,3485.94999999994,3535.93214285716,8204,10408,24,1500,2,0.5,0,1,8
1500,1324,3507.79999999992,3598.44285714287,8296,10592,24,1500,2,0.5,0,1,8
1500,1386,3707.70000000002,3766.95000000002,9816,11088,24,1500,2,0.5,0,1,8
1500,1359,2813.45000000003,3693.56785714287,4782,10872,24,1500,2,0.5,0,1,8
1500,1133,3125.00000000005,3079.33214285716,6000,9064,24,1500,2,0.5,0,1,8
1500,1240,3475.14285714287,3370.14285714287,8940,9920,24,1500,2,0.5,0,1,8
1500,1500,1759.63571428571,3629.65000000002,2478,9522,24,1500,2,0.5,0,1,8
1500,861,3137.45000000009,2340.07500000001,6222,6888,24,1500,2,0.5,0,1,8
1500,1198,3289.09999999999,3255.99285714287,6896,9584,24,1500,2,0.5,0,1,8
1500,1500,2453.29999999997,3328.70000000002,3856,7072,24,1500,2,0.5,0,1,8
1500,1301,3335.45000000002,3535.93214285716,7102,10408,24,1500,2,0.5,0,1,8
1500,948,2998.40000000006,2576.52857142858,5604,7584,24,1500,2,0.5,0,1,8
1500,1500,2770.59999999996,3125.00000000005,5192,6000,24,1500,2,0.5,0,1,8
1500,1500,2473.23571428572,2830.44999999995,5166,5444,24,1500,2,0.5,0,1,8
1500,830,3038.50000000003,2255.82142857144,6320,6640,24,1500,2,0.5,0,1,8
1500,1269,2853.95000000003,3448.96071428573,4962,10152,24,1500,2,0.5,0,1,8
1500,1023,3221.84999999999,2780.36785714287,7092,8184,24,1500,2,0.5,0,1,8
1500,1500,2403.89999999997,2822.89999999999,3648,4824,24,1500,2,0.5,0,1,8
1500,836,2831.62857142858,2272.12857142858,6516,6688,24,1500,2,0.5,0,1,8
1500,834,2828.44285714287,2266.69285714287,6504,6672,24,1500,2,0.5,0,1,8
1500,1500,1558.93571428571,3639.84999999991,1722,8852,24,1500,2,0.5,0,1,8
1500,824,3125.00000000005,2239.51428571429,6000,6592,24,1500,2,0.5,0,1,8
1500,939,3142.04999999994,2552.06785714287,6756,7512,24,1500,2,0.5,0,1,8
1500,1500,1570.08571428571,2291.8,1764,3176,24,1500,2,0.5,0,1,8
1500,1500,2577.75,3347.24999999993,4380,7620,24,1500,2,0.5,0,1,8
1500,877,3083.14999999994,2383.56071428572,6508,7016,24,1500,2,0.5,0,1,8
1500,1418,2786.90000000003,3853.92142857145,4664,11344,24,1500,2,0.5,0,1,8
1500,889,3094.55000000002,2416.17500000001,6556,7112,24,1500,2,0.5,0,1,8
1500,1500,1616.27857142857,1616.27857142857,1938,1938,24,1500,2,0.5,0,1,8
1500,1500,1716.62857142857,1716.62857142857,2316,2316,24,1500,2,0.5,0,1,8
1500,1500,2411.49999999997,3348.50000000001,3680,7160,24,1500,2,0.5,0,1,8
1500,1012,2713.59999999996,2750.47142857144,4952,8096,24,1500,2,0.5,0,1,8
1500,1130,3258.50000000005,3071.17857142858,6760,9040,24,1500,2,0.5,0,1,8
1500,1431,3393.94999999998,3889.25357142859,7362,11448,24,1500,2,0.5,0,1,8
1500,1464,3640.79999999991,3978.94285714287,8856,11712,24,1500,2,0.5,0,1,8
1500,1368,3679.02857142859,3718.02857142859,9708,10944,24,1500,2,0.5,0,1,8
1500,1500,2538.8,2538.8,4216,4216,24,1500,2,0.5,0,1,8
1500,1500,2084.57857142857,2598.65000000001,3702,4468,24,1500,2,0.5,0,1,8
1500,989,3195.05000000008,2687.96071428573,6478,7912,24,1500,2,0.5,0,1,8
1500,760,2710.57142857144,2065.57142857144,6060,6080,24,1500,2,0.5,0,1,8
1500,1500,2068.65,2068.65,3642,3642,24,1500,2,0.5,0,1,8
1500,1139,3332.04999999993,3095.6392857143,7556,9112,24,1500,2,0.5,0,1,8
1500,920,3125.00000000005,2500.42857142858,6000,7360,24,1500,2,0.5,0,1,8
1500,1475,3849.4642857143,4008.8392857143,10350,11800,24,1500,2,0.5,0,1,8
1500,1372,3125.00000000005,3728.90000000002,6000,10976,24,1500,2,0.5,0,1,8
1500,1287,2845.84999999999,3497.88214285716,4926,10296,24,1500,2,0.5,0,1,8
1500,1500,2450.93571428572,2450.93571428572,5082,5082,24,1500,2,0.5,0,1,8
1500,1408,3125.00000000005,3826.74285714287,6000,11264,24,1500,2,0.5,0,1,8
1500,1500,2401.55714285715,3125.00000000005,4896,6000,24,1500,2,0.5,0,1,8
1500,1500,2473.23571428572,3024.94999999996,5166,5722,24,1500,2,0.5,0,1,8
1500,1092,3241.40000000006,2967.90000000001,6684,8736,24,1500,2,0.5,0,1,8
1500,1500,2978.15000000005,3081.70714285716,5514,7458,24,1500,2,0.5,0,1,8
1500,1265,3451.74999999995,3438.0892857143,8060,10120,24,1500,2,0.5,0,1,8
1500,806,3125.00000000005,2190.59285714287,6000,6448,24,1500,2,0.5,0,1,8
1500,1500,2791.40000000003,3383.59999999998,4684,7316,24,1500,2,0.5,0,1,8
1500,1500,2904.80000000004,3348.19999999993,5188,7624,24,1500,2,0.5,0,1,8
1500,1427,3125.00000000005,3878.38214285716,6000,11416,24,1500,2,0.5,0,1,8
1500,863,3125.00000000005,2345.51071428572,6000,6904,24,1500,2,0.5,0,1,8
1500,962,3182.90000000008,2614.57857142858,6424,7696,24,1500,2,0.5,0,1,8
1500,1137,3311.07857142859,3090.20357142858,8322,9096,24,1500,2,0.5,0,1,8
1500,1500,3061.40000000007,3061.40000000007,5884,5884,24,1500,2,0.5,0,1,8
1500,1461,3407.44999999998,3970.7892857143,7422,11688,24,1500,2,0.5,0,1,8
1500,1500,1549.37857142857,2279.45,1686,3124,24,1500,2,0.5,0,1,8
1500,835,3043.24999999995,2269.41071428572,6340,6680,24,1500,2,0.5,0,1,8
1500,830,3038.50000000003,2255.82142857144,6320,6640,24,1500,2,0.5,0,1,8
1500,1500,2524.20714285715,2860.85000000002,5358,5572,24,1500,2,0.5,0,1,8
1500,1500,3057.79999999997,3025.20000000003,5868,6264,24,1500,2,0.5,0,1,8
1500,1500,1597.16428571429,3792.12142857144,1866,10134,24,1500,2,0.5,0,1,8
1500,1500,2551.14999999997,3384.35000000001,4268,8598,24,1500,2,0.5,0,1,8
1500,1146,3125.00000000005,3114.6642857143,6000,9168,24,1500,2,0.5,0,1,8
1500,1072,3207.54285714287,2913.54285714287,7932,8576,24,1500,2,0.5,0,1,8
1500,897,2822.84999999996,2437.91785714287,5412,7176,24,1500,2,0.5,0,1,8
1500,1412,3591.39999999992,3837.6142857143,8648,11296,24,1500,2,0.5,0,1,8
1500,912,2952.68571428572,2478.68571428572,6972,7296,24,1500,2,0.5,0,1,8
1500,1223,3125.00000000005,3323.9392857143,6000,9784,24,1500,2,0.5,0,1,8
1500,1500,2775.65000000001,3798.49285714287,4614,10158,24,1500,2,0.5,0,1,8
1500,1418,3125.00000000005,3853.92142857145,6000,11344,24,1500,2,0.5,0,1,8
1500,1500,2853.25000000002,3139.24999999998,5540,6230,24,1500,2,0.5,0,1,8
1500,931,2982.95000000001,2530.32500000001,7086,7448,24,1500,2,0.5,0,1,8
1500,1500,3056.90000000007,2802.95714285715,5864,6408,24,1500,2,0.5,0,1,8
1500,943,3002.0642857143,2562.9392857143,7158,7544,24,1500,2,0.5,0,1,8
1500,898,3154.09999999998,2440.63571428572,6296,7184,24,1500,2,0.5,0,1,8
1500,1120,3254.00000000005,3044.00000000001,6740,8960,24,1500,2,0.5,0,1,8
1500,1500,2370.64999999998,3367.85000000001,3508,7246,24,1500,2,0.5,0,1,8
1500,1124,3290.37142857144,3054.87142857144,8244,8992,24,1500,2,0.5,0,1,8
1500,794,3004.29999999995,2157.97857142858,6176,6352,24,1500,2,0.5,0,1,8
1500,1276,3324.20000000002,3467.98571428573,7052,10208,24,1500,2,0.5,0,1,8
1500,1008,3105.60000000001,2739.60000000001,7548,8064,24,1500,2,0.5,0,1,8
1500,834,3049.70000000007,2266.69285714287,5832,6672,24,1500,2,0.5,0,1,8
1500,1172,3366.82857142858,3185.32857142858,8532,9376,24,1500,2,0.5,0,1,8
1500,1500,2800.05000000002,3125.00000000005,5316,6000,24,1500,2,0.5,0,1,8
1500,1181,3381.1642857143,3209.7892857143,8586,9448,24,1500,2,0.5,0,1,8
1500,1500,2399.96428571429,2786.74999999996,4890,5260,24,1500,2,0.5,0,1,8
1500,1500,3032.14999999997,3079.35000000002,5754,6492,24,1500,2,0.5,0,1,8
1500,1126,2918.29999999996,3060.30714285716,5248,9008,24,1500,2,0.5,0,1,8
1500,1500,1754.85714285714,2821.99999999999,2460,4820,24,1500,2,0.5,0,1,8
1500,986,3186.69999999994,2679.80714285715,6944,7888,24,1500,2,0.5,0,1,8
1500,1379,3370.54999999998,3747.92500000002,7258,11032,24,1500,2,0.5,0,1,8
1500,1116,2922.80000000004,3033.12857142858,5268,8928,24,1500,2,0.5,0,1,8
1500,1500,2979.49999999996,3195.50000000008,5520,6480,24,1500,2,0.5,0,1,8
1500,1500,2014.49285714286,2556.84999999997,3438,4292,24,1500,2,0.5,0,1,8
1500,862,3037.10000000007,2342.79285714287,5776,6896,24,1500,2,0.5,0,1,8
1500,1433,3125.00000000005,3894.6892857143,6000,11464,24,1500,2,0.5,0,1,8
1500,851,3058.45000000002,2312.89642857144,6404,6808,24,1500,2,0.5,0,1,8
1500,1500,2567.21428571429,2886.49999999995,5520,5680,24,1500,2,0.5,0,1,8
1500,1500,2130.77142857143,2928.19999999996,3876,5292,24,1500,2,0.5,0,1,8
1500,1500,2804.00000000003,3560.99999999991,4740,8520,24,1500,2,0.5,0,1,8
1500,1202,3391.89999999993,3266.8642857143,7808,9616,24,1500,2,0.5,0,1,8
1500,902,3155.89999999998,2451.50714285715,6304,7216,24,1500,2,0.5,0,1,8
1500,1257,3502.22142857144,3416.34642857144,9042,10056,24,1500,2,0.5,0,1,8
1500,884,3147.80000000009,2402.58571428572,6268,7072,24,1500,2,0.5,0,1,8
1500,1500,2573.58571428572,2573.58571428572,5544,5544,24,1500,2,0.5,0,1,8
1500,973,3174.34999999994,2644.47500000001,6892,7784,24,1500,2,0.5,0,1,8
1500,1323,3125.00000000005,3595.72500000002,6000,10584,24,1500,2,0.5,0,1,8
1500,1500,2191.3,2945.30000000005,4104,5368,24,1500,2,0.5,0,1,8
1500,1500,2283.25,3833.53571428573,3140,10290,24,1500,2,0.5,0,1,8
1500,1428,3125.00000000005,3881.10000000002,6000,11424,24,1500,2,0.5,0,1,8
1500,942,3125.00000000005,2560.22142857144,6000,7536,24,1500,2,0.5,0,1,8
1500,879,3085.04999999994,2388.99642857144,6516,7032,24,1500,2,0.5,0,1,8
1500,1500,3125.00000000005,3430.54285714287,6000,8772,24,1500,2,0.5,0,1,8
1500,872,2888.97142857144,2369.97142857144,6732,6976,24,1500,2,0.5,0,1,8
1500,1180,3379.57142857144,3207.07142857144,8580,9440,24,1500,2,0.5,0,1,8
1500,944,3125.00000000005,2565.65714285715,6000,7552,24,1500,2,0.5,0,1,8
1500,759,3083.45000000008,2062.85357142858,5982,6072,24,1500,2,0.5,0,1,8
1500,1314,3341.29999999999,3571.2642857143,7128,10512,24,1500,2,0.5,0,1,8
1500,1448,3401.59999999998,3935.45714285716,7396,11584,24,1500,2,0.5,0,1,8
1500,877,2841.84999999995,2383.56071428572,5492,7016,24,1500,2,0.5,0,1,8
1500,1007,3125.00000000005,2736.88214285715,6000,8056,24,1500,2,0.5,0,1,8
1500,1420,3761.85714285716,3859.35714285716,10020,11360,24,1500,2,0.5,0,1,8
1500,779,3074.44999999997,2117.21071428572,5942,6232,24,1500,2,0.5,0,1,8
1500,788,2755.17142857144,2141.67142857144,6228,6304,24,1500,2,0.5,0,1,8
1500,753,3125.00000000005,2046.54642857144,6000,6024,24,1500,2,0.5,0,1,8
1500,947,2998.84999999996,2573.81071428572,5606,7576,24,1500,2,0.5,0,1,8
1500,787,3070.85000000007,2138.95357142858,5926,6296,24,1500,2,0.5,0,1,8
1500,979,3059.40714285715,2660.78214285715,7374,7832,24,1500,2,0.5,0,1,8
1500,1431,2781.05000000003,3889.25357142859,4638,11448,24,1500,2,0.5,0,1,8
1500,1264,3450.79999999995,3435.37142857144,8056,10112,24,1500,2,0.5,0,1,8
1500,1500,2617.64999999996,3307.34999999998,4548,7452,24,1500,2,0.5,0,1,8
1500,1160,3272.00000000005,3152.7142857143,6820,9280,24,1500,2,0.5,0,1,8
1500,1063,3228.34999999998,2889.08214285715,6626,8504,24,1500,2,0.5,0,1,8
1500,1011,3204.95000000007,2747.75357142858,6522,8088,24,1500,2,0.5,0,1,8
1500,813,3115.84999999997,2209.61785714287,6126,6504,24,1500,2,0.5,0,1,8
1500,1474,3413.29999999999,4006.12142857145,7448,11792,24,1500,2,0.5,0,1,8
1500,1255,3125.00000000005,3410.91071428573,6000,10040,24,1500,2,0.5,0,1,8
1500,1286,3328.69999999999,3495.1642857143,7072,10288,24,1500,2,0.5,0,1,8
1500,1253,3495.85000000001,3405.47500000001,9018,10024,24,1500,2,0.5,0,1,8
1500,1318,2422.9,3582.13571428573,3728,10544,24,1500,2,0.5,0,1,8
1500,1500,2326.69285714286,2743.04999999996,4614,5076,24,1500,2,0.5,0,1,8
1500,1500,1809.01428571429,2434.29999999997,2664,3776,24,1500,2,0.5,0,1,8
1500,1500,2870.34999999995,2870.34999999995,5612,5612,24,1500,2,0.5,0,1,8
1500,992,3125.00000000005,2696.1142857143,6000,7936,24,1500,2,0.5,0,1,8
1500,802,2611.81428571429,2179.72142857144,5688,6416,24,1500,2,0.5,0,1,8
1500,1432,3394.39999999998,3891.97142857145,7364,11456,24,1500,2,0.5,0,1,8
1500,967,3125.00000000005,2628.16785714287,6000,7736,24,1500,2,0.5,0,1,8
1500,1500,2183.33571428572,2183.33571428572,4074,4074,24,1500,2,0.5,0,1,8
1500,1479,3125.00000000005,4019.71071428573,6000,11832,24,1500,2,0.5,0,1,8
1500,981,3181.95,2666.21785714287,6924,7848,24,1500,2,0.5,0,1,8
1500,1500,2772.50000000001,3152.49999999994,5200,6800,24,1500,2,0.5,0,1,8
1500,1004,3099.22857142858,2728.72857142858,7524,8032,24,1500,2,0.5,0,1,8
1500,930,3006.50000000006,2527.60714285715,5640,7440,24,1500,2,0.5,0,1,8
1500,1414,3593.29999999992,3843.05000000002,8656,11312,24,1500,2,0.5,0,1,8
1500,1500,2619.54999999996,2925.04999999995,4556,5278,24,1500,2,0.5,0,1,8
1500,1335,3518.24999999994,3628.3392857143,8340,10680,24,1500,2,0.5,0,1,8
1500,1024,2964.19999999996,2783.08571428573,5452,8192,24,1500,2,0.5,0,1,8
1500,779,2740.83571428572,2117.21071428572,6174,6232,24,1500,2,0.5,0,1,8
1500,1389,3712.47857142859,3775.10357142859,9834,11112,24,1500,2,0.5,0,1,8
1500,1500,2726.89999999996,2726.89999999996,5008,5008,24,1500,2,0.5,0,1,8
1500,1500,2105.28571428572,2105.28571428572,3780,3780,24,1500,2,0.5,0,1,8
1500,1241,3476.73571428573,3372.86071428573,8946,9928,24,1500,2,0.5,0,1,8
1500,1500,2575.17857142858,3125.00000000005,5550,6000,24,1500,2,0.5,0,1,8
1500,1176,3373.20000000002,3196.20000000001,8556,9408,24,1500,2,0.5,0,1,8
1500,962,3182.89999999998,2614.57857142858,6424,7696,24,1500,2,0.5,0,1,8
1500,1500,2325.1,3191.89999999998,4608,6464,24,1500,2,0.5,0,1,8
1500,842,3128.90000000009,2288.43571428572,6184,6736,24,1500,2,0.5,0,1,8
1500,1194,3401.87142857144,3245.12142857144,8664,9552,24,1500,2,0.5,0,1,8
1500,1500,2952.94999999996,3125.00000000005,5402,6000,24,1500,2,0.5,0,1,8
